Timestamp,SoC Temperature (C)
1713708271.151952,50.147
1713708272.2032385,52.582
1713708273.246949,53.556
1713708274.2837272,53.556
1713708275.3258731,53.556
1713708276.3686557,53.556
1713708277.4146593,54.043
1713708278.4591086,54.53
1713708279.502794,55.504
1713708280.549008,54.043
1713708281.5898898,55.504
1713708282.6375613,54.53
1713708283.6847973,56.478
1713708284.7266037,54.53
1713708285.7624574,56.478
1713708286.8109837,55.504
1713708287.8497338,56.965
1713708288.8907974,55.504
1713708289.9306436,55.991
1713708290.967537,56.478
1713708292.0103307,55.991
1713708293.0529938,55.991
1713708294.0974774,56.965
1713708295.1440985,55.504
1713708296.1964276,56.965
1713708297.2363172,57.939
1713708298.2728179,57.452
1713708299.318784,57.452
1713708300.3646934,57.939
1713708301.4112806,57.452
1713708302.4545846,56.478
1713708303.4951463,56.965
1713708304.5361578,56.965
1713708305.584529,57.452
1713708306.628602,57.939
1713708307.673437,57.939
1713708308.7164001,55.991
1713708309.7522104,57.939
1713708310.797366,55.991
1713708311.842332,57.939
1713708312.8922572,56.965
1713708313.934804,58.426
1713708314.9759166,59.4
1713708316.017188,58.426
1713708317.0626676,58.913
1713708318.1031165,57.939
1713708319.148831,58.426
1713708320.1970396,57.939
1713708321.244964,58.913
1713708322.2867205,58.426
1713708323.3249333,58.426
1713708324.3696377,58.913
1713708325.4140792,59.4
1713708326.4642777,58.913
1713708327.5087373,59.887
1713708328.5595791,59.887
1713708329.599062,59.4
1713708330.641542,59.4
1713708331.6833043,60.374
1713708332.729238,59.887
1713708333.777928,59.887
1713708334.8173394,59.4
1713708335.8600652,59.4
1713708336.9033077,60.374
1713708337.9515889,60.861
1713708339.0042028,59.4
1713708340.0444064,59.887
1713708341.084423,59.4
1713708342.1283507,60.374
1713708343.1777065,59.4
1713708344.2268906,59.887
1713708345.2725189,59.4
1713708346.3171535,60.374
1713708347.363086,58.913
1713708348.4086592,60.374
1713708349.4588063,58.913
1713708350.4969926,60.861
1713708351.5369985,60.374
1713708352.5800176,59.887
1713708353.6248953,60.374
1713708354.6709416,60.374
1713708355.718467,60.374
1713708356.76655,60.374
1713708357.8040476,60.861
1713708358.8439875,60.861
1713708359.8893244,60.374
1713708360.9370408,60.374
1713708361.9832609,60.861
1713708363.0295594,60.861
1713708364.0667672,60.861
1713708365.111376,60.861
1713708366.1563773,60.861
1713708367.2022529,59.887
1713708368.250589,60.374
1713708369.2985616,60.861
1713708370.3390336,61.835
1713708371.388065,61.348
1713708372.4239914,61.348
1713708373.4716318,62.322
1713708374.5109775,61.348
1713708375.558549,60.861
1713708376.6008525,62.322
1713708377.6434686,61.835
1713708378.685926,61.835
1713708379.725479,62.809
1713708380.760864,61.835
1713708381.802085,61.348
1713708382.8465023,60.374
1713708383.8971663,61.348
1713708384.9349742,61.835
1713708385.9773757,61.835
1713708387.013528,62.322
1713708388.0592325,62.322
1713708389.1089904,60.861
1713708390.1574197,61.835
1713708391.2021108,61.835
1713708392.2482772,61.348
1713708393.2930365,61.835
1713708394.3381298,62.809
1713708395.3823383,61.348
1713708396.4317613,61.348
1713708397.4738412,62.809
1713708398.514733,61.835
1713708399.5573404,62.322
1713708400.6069212,61.835
1713708401.6472497,62.809
1713708402.6966283,61.835
1713708403.7404432,61.835
1713708404.7815945,61.835
1713708405.8269753,62.809
1713708406.8679707,63.296
1713708407.9037335,62.322
1713708408.945733,62.322
1713708409.9894269,62.322
1713708411.039569,62.322
1713708412.0775564,62.809
1713708413.122453,62.322
1713708414.1623569,63.296
1713708415.2051952,62.809
1713708416.249761,63.783
1713708417.2959173,62.322
1713708418.3479042,62.322
1713708419.3906581,62.809
1713708420.439377,63.296
1713708421.4828222,62.809
1713708422.5264018,62.809
1713708423.573656,63.296
1713708424.6152675,62.809
1713708425.654428,62.809
1713708426.6998932,62.809
1713708427.7490795,63.296
1713708428.7914133,62.322
1713708429.840959,62.322
1713708430.8871846,63.783
1713708431.929504,62.322
1713708432.9649377,64.27
1713708434.0123348,63.296
1713708435.0572753,61.835
1713708436.107182,62.809
1713708437.1503062,63.296
1713708438.191774,63.296
1713708439.2275856,62.809
1713708440.2693467,63.296
1713708441.3140306,63.296
1713708442.3596952,63.296
1713708443.4094176,63.296
1713708444.4494536,63.783
1713708445.4889555,63.296
1713708446.5323415,63.296
1713708447.579377,64.27
1713708448.6288555,63.296
1713708449.6835926,63.783
1713708450.7293832,63.296
1713708451.7706392,63.296
1713708452.8094866,63.296
1713708453.8513682,63.296
1713708454.8972003,62.809
1713708455.9465857,63.296
1713708456.9910514,64.757
1713708458.0389473,63.296
1713708459.083405,62.322
1713708460.13081,63.783
