Timestamp,SoC Temperature (C)
1713652578.0657735,63.783
1713652579.1097534,64.757
1713652580.1544611,65.731
1713652581.1961198,67.192
1713652582.2400334,67.679
1713652583.2857358,68.653
1713652584.3244226,69.14
1713652585.3706946,69.14
1713652586.4152558,69.627
1713652587.4613187,69.627
1713652588.5434964,70.114
1713652589.58561,70.114
1713652590.6325912,71.088
1713652591.6716022,71.088
1713652592.714242,71.088
1713652593.7604809,72.062
1713652594.8015983,71.575
1713652595.8453646,72.549
1713652596.889207,72.062
1713652597.932232,72.549
1713652598.9742537,72.549
1713652600.0217102,72.549
1713652601.0647023,73.523
1713652602.1164432,72.062
1713652603.1611807,72.549
1713652604.2109542,73.036
1713652605.2551951,74.01
1713652606.2990344,74.01
1713652607.3402257,73.523
1713652608.3859575,74.01
1713652609.4246294,74.984
1713652610.4713528,74.497
1713652611.5096807,74.497
1713652612.5526726,74.984
1713652613.5972848,75.471
1713652614.6459398,75.958
1713652615.693,74.984
1713652616.7415986,75.471
1713652617.7963943,74.497
1713652618.8434396,75.471
1713652619.888317,74.984
1713652620.9320617,75.471
1713652621.9752226,75.471
1713652623.0243487,74.984
1713652624.0687585,76.932
1713652625.1121595,75.958
1713652626.1570952,77.419
1713652627.2020845,76.932
1713652628.2452984,76.932
1713652629.290834,76.445
1713652630.3400435,76.932
1713652631.4030375,77.419
1713652632.4520981,77.419
1713652633.4950256,77.906
1713652634.5385034,77.906
1713652635.5845256,78.393
1713652636.6259735,77.906
1713652637.6678905,79.367
1713652638.7105007,78.393
1713652639.7512693,78.88
1713652640.7983475,78.393
1713652641.845497,79.854
1713652642.8989623,77.906
1713652643.9387069,78.393
1713652644.9830508,77.906
1713652646.0268552,78.393
1713652647.0660925,78.88
1713652648.110414,79.854
1713652649.153123,78.393
1713652650.1939104,78.88
1713652651.2345235,79.367
1713652652.2811298,80.341
1713652653.3249636,79.367
1713652654.3696744,80.341
1713652655.4138048,79.367
1713652656.4611046,79.854
1713652657.5268762,79.854
1713652658.5651248,80.341
1713652659.6088526,79.854
1713652660.6547928,79.854
1713652661.697716,80.341
1713652662.741344,80.341
1713652663.7888389,79.854
1713652664.828441,79.854
1713652665.8720775,81.315
1713652666.9207711,80.341
1713652667.9687865,80.828
1713652669.0152354,80.828
1713652670.0607586,80.828
1713652671.1047475,81.315
1713652672.1503878,80.341
1713652673.1981456,81.315
1713652674.2460604,80.828
1713652675.284679,80.341
1713652676.3313918,81.315
1713652677.3806,82.289
1713652678.4273684,80.828
1713652679.469795,82.289
1713652680.5142694,81.315
1713652681.5566502,81.315
1713652682.6012962,82.289
1713652683.644386,81.802
1713652684.6872082,81.802
1713652685.734321,81.315
1713652686.77932,81.802
1713652687.8576443,80.828
1713652688.8993802,82.776
1713652689.9429038,81.315
1713652690.986634,80.828
1713652692.0352302,82.289
1713652693.0770113,81.802
1713652694.1243231,81.315
1713652695.1665027,81.315
1713652696.2154388,81.802
1713652697.290837,82.776
1713652698.3420455,81.802
1713652699.3804712,81.315
1713652700.422062,81.315
1713652701.46534,82.776
1713652702.5091815,83.263
1713652703.5555801,81.802
1713652704.6059213,81.802
1713652705.6551278,82.289
1713652706.6998208,82.776
1713652707.7417276,81.315
1713652708.784864,81.802
1713652709.8297465,82.289
1713652710.8715835,82.776
1713652711.914061,82.776
1713652712.9683163,81.802
1713652714.009195,82.289
1713652715.0516667,82.776
1713652716.0939262,82.776
1713652717.1393533,82.776
1713652718.179715,81.802
1713652719.2285132,81.802
1713652720.3244154,82.776
1713652721.3725224,83.263
1713652722.4121635,83.263
1713652723.45623,81.802
1713652724.5039392,81.802
1713652725.547701,82.289
1713652726.5929365,82.289
1713652727.643276,81.802
1713652728.6872125,82.776
1713652729.7306597,82.776
1713652730.774171,82.776
1713652731.8204305,82.776
1713652732.8629055,81.802
1713652733.9072418,83.263
1713652734.9591126,82.289
1713652735.9981184,82.776
1713652737.0408947,83.75
1713652738.0823283,83.75
1713652739.1251857,82.289
1713652740.1694705,82.776
1713652741.219465,82.289
1713652742.270712,83.75
1713652743.3202949,82.289
1713652744.361058,81.802
1713652745.4067085,82.776
1713652746.4505858,82.289
1713652747.495795,82.776
1713652748.5496879,82.289
1713652749.5993695,82.289
1713652750.6419506,82.776
1713652751.6861458,82.776
1713652752.7299874,82.776
1713652753.7720435,83.263
1713652754.8180966,82.776
1713652755.8617396,82.289
1713652756.9093933,82.776
1713652757.955082,83.75
1713652759.0039856,83.263
1713652760.0497675,82.776
1713652761.0959747,83.263
1713652762.1482425,82.289
1713652763.1950927,83.75
1713652764.2377365,83.263
1713652765.281308,81.802
1713652766.3308547,84.237
1713652767.3733366,82.776
1713652768.42532,82.776
1713652769.4671175,82.776
1713652770.5132504,83.263
1713652771.5578156,83.263
1713652772.6014614,82.776
1713652773.6469738,82.776
1713652774.6932144,82.776
1713652775.7433493,82.776
1713652776.7855716,82.776
1713652777.8300252,83.75
1713652778.8757155,82.289
1713652779.9222758,82.776
1713652780.961302,83.263
1713652782.0121286,83.263
