Timestamp,SoC Temperature (C)
1713857934.23316,51.121
1713857935.2799876,52.095
1713857936.3266885,52.095
1713857937.3711112,52.582
1713857938.4154036,53.556
1713857939.4648838,53.069
1713857940.505141,53.556
1713857941.5535245,51.608
1713857942.5913813,54.043
1713857943.6350853,52.582
1713857944.699298,54.53
1713857945.7378063,52.095
1713857946.7836406,54.53
1713857947.8304493,52.095
1713857948.8725579,53.069
1713857949.9473922,53.069
1713857950.9945424,53.556
1713857952.0505614,54.043
1713857953.0943286,53.556
1713857954.1396334,53.556
1713857955.1842496,53.556
1713857956.2336605,53.069
1713857957.2792199,54.043
1713857958.3245296,54.043
1713857959.3687394,54.53
1713857960.413614,55.017
1713857961.4573357,54.53
1713857962.4996076,53.069
1713857963.5422556,54.043
1713857964.5876436,55.017
1713857965.6328452,53.556
1713857966.6765647,55.504
1713857967.7230763,54.53
1713857968.766797,55.017
1713857969.8111484,54.043
1713857970.855931,55.504
1713857971.9011202,54.53
1713857972.948048,54.53
1713857973.9921012,55.504
1713857975.037157,53.069
1713857976.0783956,55.017
1713857977.1246052,55.504
1713857978.169717,55.504
1713857979.2142649,53.556
1713857980.259934,56.478
1713857981.3096147,55.017
1713857982.3540661,54.53
1713857983.4031851,55.017
1713857984.4487062,55.017
1713857985.4944587,54.53
1713857986.5372472,54.53
1713857987.580915,55.017
1713857988.6291416,55.504
1713857989.6756659,55.017
1713857990.7235625,55.504
1713857991.769078,55.991
1713857992.8150826,55.017
1713857993.8599718,55.991
1713857994.9031436,55.017
1713857995.945995,55.504
1713857996.989211,55.504
1713857998.0345242,55.504
1713857999.0738957,55.504
1713858000.1154764,55.991
1713858001.1655886,55.504
1713858002.2068813,56.478
1713858003.2557535,55.504
1713858004.292846,56.965
1713858005.3401036,55.991
1713858006.3811066,56.478
1713858007.4303622,55.017
1713858008.4707334,56.965
1713858009.5162137,55.504
1713858010.557415,57.452
1713858011.60381,55.017
1713858012.6492684,56.478
1713858013.6915603,55.017
1713858014.7380998,56.965
1713858015.7769055,55.991
1713858016.818828,55.504
1713858017.865294,55.504
1713858018.9113247,56.478
1713858019.9557483,54.53
1713858021.0007806,56.965
1713858022.0455852,55.504
1713858023.089252,56.965
1713858024.137666,56.478
1713858025.1826408,55.504
1713858026.2300231,56.478
1713858027.2750921,55.504
1713858028.3186977,55.991
1713858029.3629036,56.478
1713858030.4051118,55.504
1713858031.4508274,55.991
1713858032.4924417,56.478
1713858033.5403707,55.991
1713858034.5859954,55.504
1713858035.6310887,55.991
1713858036.6755252,56.965
1713858037.7191288,55.504
1713858038.7648153,57.452
1713858039.8144858,55.991
1713858040.861578,55.504
1713858041.9038956,57.452
1713858042.9479232,55.991
1713858043.993294,56.965
1713858045.0340908,55.991
1713858046.0771854,57.452
1713858047.1203465,56.478
1713858048.1601744,56.965
1713858049.2081168,56.478
1713858050.252858,57.939
1713858051.2978523,56.965
1713858052.3422756,56.965
1713858053.3875945,55.504
1713858054.4321804,57.452
1713858055.48407,55.504
1713858056.527287,57.939
1713858057.5816188,56.478
1713858058.626232,56.965
1713858059.6737552,55.991
1713858060.7184737,56.478
1713858061.7672336,56.965
1713858062.8105621,56.478
1713858063.8536398,57.452
1713858064.8985314,56.965
1713858065.9458654,57.452
1713858066.9896052,55.991
1713858068.0368307,57.939
1713858069.083093,55.991
1713858070.128295,57.939
1713858071.1757414,57.452
1713858072.2216587,56.478
1713858073.2698786,55.504
1713858074.3163888,58.426
1713858075.3556874,56.478
1713858076.3985837,58.426
1713858077.4411001,57.939
1713858078.484209,56.965
1713858079.5262508,57.452
1713858080.5710297,57.452
1713858081.6107247,56.965
1713858082.6521997,57.939
1713858083.6981056,56.478
1713858084.7394054,57.939
1713858085.784094,56.965
1713858086.8265889,57.939
1713858087.868125,56.965
1713858088.9106631,57.452
1713858089.9533842,57.452
1713858090.9977415,58.426
1713858092.0409522,55.991
1713858093.0869892,57.939
1713858094.1268213,55.504
1713858095.1705847,58.913
1713858096.212665,56.478
1713858097.25302,58.913
1713858098.2975273,57.452
1713858099.3407981,57.452
1713858100.383228,57.939
1713858101.426015,57.939
1713858102.4814534,56.478
1713858103.530542,58.426
1713858104.5664907,55.991
1713858105.6054633,58.913
1713858106.6532047,57.452
1713858107.695138,58.913
1713858108.735039,56.965
1713858109.7781496,58.913
1713858110.825253,56.965
1713858112.585308,56.965
1713858113.6317804,56.965
1713858114.6782627,57.939
1713858115.7173314,57.939
1713858116.7618616,58.426
1713858117.8061385,58.426
1713858118.8507288,58.913
1713858119.8927941,56.965
1713858120.9373028,59.4
1713858121.983971,56.478
1713858123.0294607,57.939
1713858124.0705566,57.452
1713858125.113639,58.426
1713858126.1600325,57.452
1713858127.2032332,58.913
1713858128.2444112,57.452
1713858129.2904587,58.426
1713858130.335953,56.478
1713858131.3825777,57.939
1713858132.5004494,57.939
1713858133.5464683,58.913
1713858134.5934663,57.452
1713858135.6381674,56.965
1713858136.6861558,57.452
1713858137.7318568,58.426
1713858138.7799587,57.452
1713858139.8240502,57.939
1713858140.8604345,58.426
1713858141.9075696,59.4
1713858142.9634056,57.452
1713858144.010823,58.426
1713858145.0592806,58.426
1713858146.1046143,58.426
1713858147.1504188,58.426
1713858148.1961915,57.939
1713858149.2432604,58.913
1713858150.2892008,57.452
1713858151.3337307,57.939
1713858152.378974,56.478
1713858153.4195023,59.4
1713858154.4643912,57.939
1713858155.5094087,58.426
1713858156.5559204,58.426
1713858157.6014788,59.4
1713858158.64047,58.426
1713858159.6841776,58.913
1713858160.7306693,57.939
1713858161.772714,58.426
1713858162.8224175,58.426
1713858163.8638268,58.426
1713858164.9110343,57.939
1713858165.9555058,58.913
1713858166.9996653,57.939
1713858168.0434806,58.913
1713858169.0847316,58.426
1713858170.1298833,58.913
1713858171.1689446,56.965
1713858172.2096436,58.913
1713858173.256706,57.939
1713858174.2987552,58.426
1713858175.337004,57.939
1713858176.3794196,58.426
1713858177.4242198,57.452
1713858178.466264,59.4
1713858179.510275,56.965
1713858180.5533576,58.913
1713858181.5969815,58.426
1713858182.6391773,57.939
1713858183.681838,57.939
1713858184.7254016,58.913
1713858186.193672,57.939
1713858187.239557,58.426
1713858188.2839663,58.426
1713858189.329952,59.4
1713858190.3746421,58.426
1713858191.416972,58.426
1713858192.4634013,58.913
1713858193.504799,58.913
1713858194.5502372,58.913
1713858195.5957363,58.426
1713858196.6413164,58.913
1713858197.6856537,58.426
1713858198.729239,58.426
