2024-04-22 22:55:50, 2.874
2024-04-22 22:56:50, 0.370
2024-04-22 22:57:50, 0.751
2024-04-22 22:58:50, 2.849
2024-04-22 22:59:50, 2.581
2024-04-22 23:00:50, 2.552
2024-04-22 23:01:50, 2.553
2024-04-22 23:02:50, 2.487
2024-04-22 23:03:50, 2.478
2024-04-22 23:04:50, 2.659
2024-04-22 23:05:50, 2.586
2024-04-22 23:06:50, 2.878
2024-04-22 23:07:50, 2.788
2024-04-22 23:08:50, 2.879
2024-04-22 23:09:50, 2.866
2024-04-22 23:10:50, 2.951
2024-04-22 23:11:50, 2.946
2024-04-22 23:12:50, 2.911
2024-04-22 23:13:50, 2.830
2024-04-22 23:14:50, 2.907
2024-04-22 23:15:50, 2.923
2024-04-22 23:16:50, 2.878
2024-04-22 23:17:50, 2.982
2024-04-22 23:18:50, 2.922
2024-04-22 23:19:50, 2.940
2024-04-22 23:20:50, 2.932
2024-04-22 23:21:50, 2.965
2024-04-22 23:22:50, 2.920
2024-04-22 23:23:50, 2.747
2024-04-22 23:24:50, 2.923
2024-04-22 23:25:50, 2.929
2024-04-22 23:26:50, 2.940
2024-04-22 23:27:50, 2.900
2024-04-22 23:28:50, 2.823
2024-04-22 23:29:50, 2.829
2024-04-22 23:30:50, 2.870
2024-04-22 23:31:50, 2.924
2024-04-22 23:32:50, 2.908
2024-04-22 23:33:50, 2.948
2024-04-22 23:34:50, 2.925
2024-04-22 23:35:50, 2.877
2024-04-22 23:36:50, 2.961
2024-04-22 23:37:50, 2.942
2024-04-22 23:38:50, 3.090
2024-04-22 23:39:50, 2.921
2024-04-22 23:40:50, 2.903
2024-04-22 23:41:50, 2.915
2024-04-22 23:42:50, 2.994
2024-04-22 23:43:50, 3.005
2024-04-22 23:44:50, 2.917
2024-04-22 23:45:50, 2.927
2024-04-22 23:46:50, 2.964
2024-04-22 23:47:50, 2.963
2024-04-22 23:48:50, 3.034
2024-04-22 23:49:50, 2.904
2024-04-22 23:50:50, 2.876
2024-04-22 23:51:50, 2.816
2024-04-22 23:52:50, 2.976
2024-04-22 23:53:50, 2.905
2024-04-22 23:54:50, 2.886
2024-04-22 23:55:50, 2.875
2024-04-22 23:56:50, 2.834
2024-04-22 23:57:50, 2.878
2024-04-22 23:58:50, 2.946
2024-04-22 23:59:50, 2.959
2024-04-23 00:00:50, 3.001
2024-04-23 00:01:50, 3.096
2024-04-23 00:02:50, 3.042
2024-04-23 00:03:50, 3.007
2024-04-23 00:04:50, 3.021
2024-04-23 00:05:50, 3.021
2024-04-23 00:06:50, 2.970
2024-04-23 00:07:50, 2.999
2024-04-23 00:08:50, 3.015
2024-04-23 00:09:50, 3.099
2024-04-23 00:10:50, 3.025
2024-04-23 00:11:50, 3.005
2024-04-23 00:12:50, 3.027
2024-04-23 00:13:50, 2.963
2024-04-23 00:14:50, 3.058
2024-04-23 00:15:50, 3.006
2024-04-23 00:16:50, 3.044
2024-04-23 00:17:50, 2.987
2024-04-23 00:18:50, 2.957
2024-04-23 00:19:50, 2.899
2024-04-23 00:20:50, 2.989
2024-04-23 00:21:50, 3.030
2024-04-23 00:22:50, 2.954
2024-04-23 00:23:50, 2.904
2024-04-23 00:24:50, 3.056
2024-04-23 00:25:50, 2.991
2024-04-23 00:26:50, 3.001
2024-04-23 00:27:50, 2.955
2024-04-23 00:28:50, 2.977
2024-04-23 00:29:50, 3.018
2024-04-23 00:30:50, 2.943
2024-04-23 00:31:50, 3.050
2024-04-23 00:32:50, 2.963
2024-04-23 00:33:50, 3.071
2024-04-23 00:34:50, 3.069
2024-04-23 00:35:50, 3.036
2024-04-23 00:36:50, 3.137
2024-04-23 00:37:50, 3.028
2024-04-23 00:38:50, 3.007
