Timestamp,SoC Temperature (C)
1713679821.0827332,60.374
1713679822.1274967,62.322
1713679823.1748345,63.783
1713679824.2159214,65.244
1713679825.2572262,66.218
1713679826.2985888,66.218
1713679827.3393974,66.705
1713679828.3864381,68.166
1713679829.4321399,68.166
1713679830.4766026,68.166
1713679831.5219498,68.166
1713679832.5606763,68.653
1713679833.6053672,69.627
1713679834.6544333,68.166
1713679835.700975,69.14
1713679836.7458887,70.114
1713679837.7891996,69.627
1713679838.8289144,70.114
1713679839.868946,71.088
1713679840.923427,71.088
1713679841.9719353,70.114
1713679843.0174456,70.114
1713679844.0591788,71.088
1713679845.0991554,72.062
1713679846.1395838,71.575
1713679847.1867926,71.088
1713679848.2372656,71.088
1713679849.2830038,70.601
1713679850.3266282,71.575
1713679851.3688223,71.575
1713679852.4090266,72.062
1713679853.4533808,72.549
1713679854.5014334,72.062
1713679855.549076,72.062
1713679856.594381,72.549
1713679857.6365771,72.549
1713679858.6812034,72.549
1713679859.721984,72.062
1713679860.7647016,74.01
1713679861.811319,72.549
1713679862.8594685,72.549
1713679863.9051747,72.062
1713679864.9540184,73.523
1713679865.9932876,73.523
1713679867.0370703,73.036
1713679868.0838113,73.523
1713679869.1299596,72.549
1713679870.1810176,73.523
1713679871.2240052,74.01
1713679872.2636456,73.523
1713679873.3063989,74.01
1713679874.3471332,74.01
1713679875.3947392,73.523
1713679876.4459646,74.01
1713679877.4887393,75.471
1713679878.5313518,74.984
1713679879.573996,75.471
1713679880.6125078,75.471
1713679881.657393,74.497
1713679882.7066555,75.471
1713679883.751427,75.958
1713679884.7967055,75.958
1713679885.8394365,76.445
1713679886.880515,75.958
1713679887.9331584,75.471
1713679888.9824193,75.958
1713679890.0302124,75.958
1713679891.0728054,75.958
1713679892.113193,75.958
1713679893.1543097,76.932
1713679894.1935706,76.445
1713679895.2437556,75.958
1713679896.2933955,76.445
1713679897.3371198,76.445
1713679898.3795605,75.958
1713679899.4243472,76.445
1713679900.4643478,76.445
1713679901.5156784,77.419
1713679902.5644438,76.445
1713679903.611077,76.932
1713679904.6547616,77.419
1713679905.693806,76.932
1713679906.740459,76.932
1713679907.7787397,77.906
1713679908.8262606,76.932
1713679909.8783908,77.419
1713679910.9246418,77.419
1713679911.9689946,77.419
1713679913.0097766,78.393
1713679914.0518787,78.393
1713679915.0985801,77.906
1713679916.1481645,77.419
1713679917.1938636,77.906
1713679918.2383506,78.393
1713679919.2815611,77.906
1713679920.318983,77.906
1713679921.363269,78.88
1713679922.4100208,78.393
1713679923.459776,77.906
1713679924.49883,78.393
1713679925.539374,78.88
1713679926.5805116,78.393
1713679927.620423,77.906
1713679928.6676362,78.88
1713679929.7150004,77.906
1713679930.7670846,78.393
1713679931.8059216,79.367
1713679932.846553,77.906
1713679933.887428,78.393
1713679934.9332812,78.88
1713679935.9794276,79.367
1713679937.0258534,79.367
1713679938.0725496,79.367
1713679939.1192274,79.367
1713679940.1596818,78.88
1713679941.2036114,79.367
1713679942.2407167,79.854
1713679943.2899282,78.88
1713679944.341037,79.854
1713679945.3894143,78.88
1713679946.4322386,79.854
1713679947.475751,79.367
1713679948.5178368,80.341
1713679949.5647106,80.341
1713679950.6020215,80.341
1713679951.6554165,79.854
1713679952.7024226,80.341
1713679953.746971,79.367
1713679954.7933054,79.854
1713679955.839921,79.854
1713679956.8823817,79.854
1713679957.9242017,80.828
1713679958.9638996,79.854
1713679960.0149627,80.341
1713679961.056351,80.341
1713679962.1045074,80.828
1713679963.1536825,79.854
1713679964.1984837,79.854
1713679965.2427008,80.341
1713679966.2832413,80.828
1713679967.3258805,80.828
1713679968.3665123,80.828
1713679969.413902,79.854
1713679970.4608526,81.315
1713679971.5109508,80.828
1713679972.554972,80.341
1713679973.5967886,79.367
1713679974.6371453,80.828
1713679975.6843019,80.341
1713679976.725256,82.289
1713679977.7745078,81.802
1713679978.8228624,81.315
1713679979.871919,79.854
1713679980.9167626,80.341
1713679981.9623384,80.341
1713679983.0036929,81.802
1713679984.0458183,80.828
1713679985.0912426,80.828
1713679986.1351385,82.289
1713679987.1770203,81.315
1713679988.2144487,81.802
1713679989.2670403,82.289
1713679990.3169627,81.315
1713679991.3704143,81.315
1713679992.4097383,81.315
1713679993.4557226,80.341
1713679994.4980981,81.802
1713679995.540075,81.802
1713679996.5827935,82.776
1713679997.6231804,82.289
1713679998.666166,82.289
1713679999.7130973,80.828
1713680000.7619727,81.315
1713680001.8099997,80.341
1713680002.8542829,82.289
1713680003.8985362,81.802
1713680004.939379,81.802
1713680005.9826186,82.289
1713680007.0285287,81.802
1713680008.0681822,82.776
1713680009.1161072,81.802
1713680010.164485,81.315
1713680011.2183168,81.802
1713680012.2595773,81.315
1713680013.3013399,82.289
1713680014.342787,81.315
1713680015.3829339,83.263
1713680016.4249492,81.802
1713680017.4734602,82.289
1713680018.5181243,81.802
1713680019.565071,81.802
1713680020.6156833,80.828
1713680021.6652074,80.828
1713680022.706068,81.802
1713680023.747789,81.802
1713680024.7897015,82.289
1713680025.8305411,82.289
1713680026.871256,80.828
1713680027.9198864,82.776
1713680028.9668987,82.289
1713680030.0449045,81.315
1713680031.0861309,82.289
1713680032.1300547,83.263
1713680033.1737823,81.802
1713680034.218279,81.802
1713680035.2642546,82.289
1713680036.302974,81.802
1713680037.3475947,82.289
1713680038.388477,82.289
1713680039.4315116,82.289
1713680040.474093,83.263
1713680041.523036,82.776
1713680042.5694706,82.289
1713680043.6205387,83.263
1713680044.6676226,81.315
1713680045.71282,81.802
1713680046.7575305,82.776
1713680047.7999418,82.776
1713680048.846049,81.315
1713680049.8880625,81.802
1713680050.9329488,82.289
1713680051.9709408,81.802
1713680053.01195,82.289
1713680054.057353,82.776
1713680055.1091247,82.289
1713680056.156305,82.289
1713680057.2029161,82.776
1713680058.2553666,81.315
1713680059.3000443,82.289
1713680060.3455608,81.802
1713680061.3872766,81.802
1713680062.428268,82.776
1713680063.4700553,81.315
1713680064.513215,81.802
1713680065.555173,82.289
1713680066.60215,83.263
1713680067.649359,81.315
1713680068.6954136,82.289
1713680069.751735,81.802
1713680070.7925963,82.776
1713680071.8380566,83.263
1713680072.884309,81.315
1713680073.9272902,82.776
1713680074.9712365,83.75
1713680076.0145483,82.776
1713680077.0583868,82.289
1713680078.095583,82.289
1713680079.1389887,83.263
1713680080.189302,82.776
1713680081.2363422,82.776
1713680082.2867768,82.289
1713680083.3356583,83.263
1713680084.3860185,82.776
1713680085.428488,81.802
1713680086.4728544,82.289
1713680087.5162563,82.289
1713680088.5598757,82.776
1713680089.6045866,82.289
1713680090.6467204,82.776
1713680091.688001,82.289
1713680092.7313619,82.289
1713680093.7721846,82.289
1713680094.8163538,82.776
1713680095.863162,82.289
1713680096.9105668,82.776
1713680097.9620361,81.315
1713680099.0028892,82.776
1713680100.04919,82.776
1713680101.0944502,82.289
1713680102.137447,82.289
1713680103.1804452,82.776
1713680104.2212608,82.289
1713680105.26276,82.776
1713680106.3079774,81.802
1713680107.3473005,82.289
1713680108.3940995,82.776
1713680109.438893,83.75
1713680110.4942627,81.802
1713680111.5416062,82.289
1713680112.5914137,81.802
1713680113.6397538,82.289
1713680114.6849298,82.289
1713680115.7274597,83.75
1713680116.7737641,81.802
1713680117.817609,82.776
1713680118.8574505,81.802
1713680119.899978,82.776
1713680120.9445841,82.289
1713680121.9871633,81.802
1713680123.0290394,82.776
1713680124.0694628,82.289
1713680125.1068196,82.776
1713680126.158369,82.289
1713680127.206396,81.802
1713680128.2541666,82.289
1713680129.3030188,83.263
1713680130.3492656,82.289
1713680131.3910728,82.289
1713680132.4361298,83.263
1713680133.480898,82.289
1713680134.521766,82.776
1713680135.566139,82.289
1713680136.6115465,82.289
1713680137.6554456,81.802
1713680138.698932,83.263
1713680139.736859,82.289
1713680140.786279,82.776
1713680141.8305886,82.289
1713680142.8792822,81.802
1713680143.9281578,82.289
1713680144.9783454,82.776
1713680146.026383,81.802
1713680147.0720897,82.776
1713680148.1159563,81.802
1713680149.1593256,82.289
1713680150.2018752,82.289
1713680151.245337,82.289
1713680152.2904794,82.289
1713680153.3340878,82.289
1713680154.3720415,82.289
1713680155.4155114,82.776
1713680156.4614303,83.263
1713680157.556854,82.776
1713680158.6080222,82.776
1713680159.6697898,82.289
1713680160.712352,83.263
1713680161.7596729,82.776
1713680162.8047514,82.776
1713680163.8475344,82.289
1713680164.891108,82.776
1713680165.9330137,82.776
1713680166.976125,82.289
1713680168.0183358,81.802
1713680169.0619907,82.776
1713680170.1051974,82.776
1713680171.142066,83.75
1713680172.1933339,81.802
1713680173.2412155,82.776
1713680174.287039,82.289
1713680175.341147,81.802
1713680176.3883915,82.289
1713680177.4305813,82.776
1713680178.4739673,83.263
1713680179.5179937,82.776
1713680180.561772,82.776
1713680181.6056283,82.776
1713680182.6500897,83.263
1713680183.6906903,82.289
1713680184.727894,83.75
1713680185.7782085,83.263
1713680186.8277931,82.776
1713680187.8781433,81.802
1713680188.926111,82.289
1713680189.9744728,81.802
1713680191.0179818,82.776
1713680192.063533,83.263
1713680193.1067061,82.289
1713680194.1502395,82.289
1713680195.193172,83.263
1713680196.2406359,82.776
1713680197.279417,81.802
1713680198.3190603,82.289
1713680199.3621323,82.776
1713680200.407169,83.263
1713680201.4594736,82.776
1713680202.5071626,81.315
1713680203.557139,82.776
1713680204.607918,82.289
1713680205.652239,82.289
1713680206.6981914,82.776
1713680207.7420416,82.289
1713680208.788775,82.776
1713680209.8331602,81.802
1713680210.8720105,83.75
1713680211.9151857,83.75
1713680212.9558532,82.776
1713680213.9932988,82.776
1713680215.036744,82.776
1713680216.0872965,82.776
1713680217.136292,82.289
1713680218.1895514,82.289
1713680219.2344782,83.263
1713680220.2819474,81.802
1713680221.3258963,82.289
1713680222.3719878,82.776
1713680223.4170225,82.289
1713680224.456344,83.263
1713680225.4992812,82.289
1713680226.542658,82.289
1713680227.5867565,82.289
1713680228.6302009,81.802
1713680229.6693828,82.776
1713680230.7169974,82.776
1713680231.7653573,82.289
1713680232.8179824,82.776
1713680233.8647242,82.776
1713680234.9131696,82.289
1713680235.964232,82.289
1713680237.0118153,82.289
